"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"DNAJA1|DNAJA1",2593.62001291933,0.185117269119565,0.444454619657016,0.416504319974038,0.677041006905691,0.996139221459177
"MIR207|MIR207",3.55694198477485,0.767465292360108,1.60171454288298,0.479152353189428,0.631830247621494,0.996139221459177
"CCL27|CCL27",5.74403644591172,0.483502244744577,3.05840680375512,0.158089579238096,0.874386211916433,0.996139221459177
"ARHGEF39|ARHGEF39",124.84362189507,-0.224667068456317,0.467176923812227,-0.480903608472361,0.630585008031515,0.996139221459177
"SEC61B|SEC61B",983.300803925063,-0.309650375731475,0.587371595244416,-0.527179690401311,0.598068810973335,0.996139221459177
"INVS|INVS",474.375924812763,0.176040471842051,0.308295488698619,0.571012156503343,0.567991402442781,0.996139221459177
"PALM2AKAP2|PALM2AKAP2",31.3393003707208,2.0428014072224,1.19091491193229,1.71532104162497,0.0862863828252018,0.996139221459177
"DNAJC25|DNAJC25",531.64099233878,0.299020691045979,0.524977912297299,0.569587184606429,0.568957722502593,0.996139221459177
"GNG10|GNG10",1589.49188795932,0.465826872639264,0.526962805238941,0.883984349574812,0.376704661308513,0.996139221459177
"UGCG|UGCG",1100.06858714414,0.0382338948675276,0.354968924284578,0.107710540984922,0.914225307666693,0.996139221459177
"HSDL2|HSDL2",1729.89510645471,0.0931055294809478,0.374218903160898,0.24879964292161,0.803515767330477,0.996139221459177
"SLC46A2|SLC46A2",855.166409193124,-0.852032536824574,0.51681861947511,-1.64861037260986,0.0992274823475326,0.996139221459177
"LOC481674|LOC481674",7.16334894265507,1.30693015223691,2.4030364979083,0.543866126617101,0.586533600165352,0.996139221459177
"TLR4|TLR4",11548.4828599633,-0.588490171011151,0.370013845907467,-1.59045445871861,0.111732403225547,0.996139221459177
"STOM|STOM",5237.08322512751,-0.703555087701769,0.625144138500168,-1.12542859217991,0.260407460710041,0.996139221459177
"RPP21|RPP21",144.861577600499,0.841526744690561,0.591303957352108,1.42317116979728,0.154686540984774,0.996139221459177
"DDX39B|DDX39B",799.268134921847,-0.699345889560617,0.556466710204912,-1.25676141399922,0.208840042171146,0.996139221459177
